Label,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135,ASM0,ASM45,ASM90,ASM135
nocorrosion,0.93607537,1.37085736,0.68449755,1.3912649,0.23607537,0.33138024,0.20747549,0.33394848,0.93115741,0.90374907,0.92775584,0.90356336,0.40917357,0.39388046,0.40036971,0.39361418,0.93676934,0.90692423,0.95356829,0.90551917,0.16742301,0.15514181,0.16029591,0.15493212
nocorrosion,2.89785539,3.72312188,2.89433211,4.14171473,0.93541667,1.15143406,0.99387255,1.21139562,0.67900302,0.61078689,0.64634838,0.60581184,0.18307463,0.15616181,0.16387612,0.15736781,0.8996152,0.87097433,0.89974591,0.85645481,0.03351632,0.02438651,0.02685538,0.02476463
nocorrosion,0.73719363,1.10122261,0.70098039,0.91563245,0.25462623,0.37430219,0.28691789,0.3356709,0.90455704,0.85869379,0.88450554,0.86993512,0.27292553,0.25091251,0.26046643,0.25548664,0.96461716,0.94699396,0.9662664,0.95594164,0.07448835,0.06295709,0.06784276,0.06527342
nocorrosion,1.47895221,2.48436755,1.35091912,2.06056132,0.40168505,0.49454825,0.33728554,0.50193003,0.86546615,0.86074683,0.88857375,0.84691219,0.71559115,0.71342373,0.71791065,0.71112282,0.96469673,0.94083719,0.96775573,0.95093073,0.5120707,0.50897342,0.5153957,0.50569566
nocorrosion,0.87844669,1.81325644,1.25330882,1.76927336,0.24299939,0.46408304,0.37754289,0.46306805,0.9155118,0.85093436,0.8696842,0.8489758,0.30484948,0.28582601,0.29185675,0.28414749,0.95784201,0.91329878,0.94007048,0.9154002,0.09293321,0.08169651,0.08518036,0.0807398
nocorrosion,0.60454963,1.17599385,0.72408088,1.06429835,0.32369792,0.53448674,0.38360907,0.48593618,0.86070649,0.7845819,0.83731372,0.80344991,0.23899475,0.21290123,0.22965917,0.21925355,0.98155534,0.96389709,0.97779142,0.96735306,0.05711849,0.04532693,0.05274334,0.04807212
nocorrosion,2.15032169,2.43495579,1.42553615,2.69502499,0.57820159,0.65536332,0.46683517,0.68622837,0.81744878,0.79406861,0.8347031,0.79086051,0.26002412,0.25292392,0.26291578,0.25269738,0.88616492,0.87090652,0.92432071,0.85713925,0.06761254,0.06397051,0.06912471,0.06385597
nocorrosion,10.77699142,12.60704344,11.38351716,11.30615917,2.15989583,2.31866205,2.25955882,2.21331795,0.42822128,0.42123795,0.41533506,0.42424629,0.13199158,0.13071365,0.13014227,0.13034252,0.41648728,0.31737324,0.38323172,0.38780215,0.01742178,0.01708606,0.01693701,0.01698917
nocorrosion,1.69273897,4.42565167,3.00398284,4.32038447,0.46433824,1.00518262,0.78026961,0.98575932,0.83783361,0.70130309,0.75161917,0.70673171,0.21589151,0.17786756,0.19009599,0.17854877,0.962729,0.90264294,0.93385617,0.90493801,0.04660915,0.03163687,0.03613648,0.03187966
nocorrosion,0.53273591,0.91658593,0.58082108,0.85142637,0.22725184,0.31438677,0.23716299,0.31421761,0.9083655,0.88095732,0.90594738,0.88170566,0.5152594,0.50545923,0.5126172,0.50501485,0.98719621,0.97801597,0.98603802,0.97957856,0.26549225,0.25548904,0.26277639,0.25504
nocorrosion,2.5573989,4.96316801,3.46704963,3.49453287,0.95176164,1.41751634,1.14594056,1.23057286,0.65166842,0.55207188,0.61144104,0.56895153,0.15225515,0.13120131,0.14345578,0.13463793,0.90318333,0.81168279,0.86863204,0.86741059,0.02318163,0.01721378,0.02057956,0.01812737
nocorrosion,1.9497549,3.5614456,2.38920037,1.87961553,0.63066789,0.93301038,0.73402267,0.66405229,0.77414904,0.70199042,0.74482002,0.75232801,0.18667382,0.16549432,0.17805168,0.1784006,0.92462872,0.86198774,0.90740472,0.92715638,0.03484711,0.02738837,0.0317024,0.03182677
nocorrosion,5.907981,10.21517878,9.26648284,10.33402537,1.13932292,1.61728566,1.51623775,1.62242215,0.70430617,0.64860103,0.65854827,0.64979901,0.26960269,0.25800526,0.26145574,0.25891419,0.76548528,0.59514698,0.63231966,0.59043435,0.07268561,0.06656671,0.0683591,0.06703656
nocorrosion,1.43979779,2.82983468,2.42945772,3.00668973,0.50012255,0.75853902,0.664231,0.77124183,0.81883721,0.75973843,0.78531605,0.7598457,0.24772609,0.22897278,0.23774944,0.22951857,0.94325656,0.88831107,0.90436981,0.88132594,0.06136822,0.05242854,0.0565248,0.05267878
nocorrosion,1.29751838,2.36475202,1.41688113,1.60667436,0.55508578,0.80107651,0.59469975,0.64781238,0.78295564,0.71562566,0.76885545,0.75287057,0.20956231,0.18975759,0.20472593,0.19855452,0.93885969,0.8884345,0.93318342,0.92417348,0.04391636,0.03600794,0.04191271,0.0394239
nocorrosion,2.27069547,3.2870742,2.95857843,3.1931411,0.81236213,1.01591696,0.93526348,0.99816993,0.70657179,0.65832286,0.68060327,0.66121114,0.22845365,0.21586267,0.22143843,0.2166379,0.87850187,0.82388708,0.84137332,0.82894676,0.05219107,0.04659669,0.04903498,0.04693198
nocorrosion,1.66449142,2.65390235,2.26245404,2.83083429,0.515625,0.7501115,0.66361826,0.77507113,0.82005478,0.75182295,0.7737823,0.74822131,0.24322434,0.22159644,0.22671639,0.22082789,0.95738022,0.93197611,0.94202135,0.92745907,0.05915808,0.04910498,0.05140032,0.04876496
nocorrosion,2.33178615,3.22396002,2.30182292,3.10497501,0.88233762,1.08084583,0.88331801,1.06225298,0.66859407,0.6173762,0.66976882,0.62320696,0.15581436,0.14402185,0.15778887,0.144279,0.8966476,0.85710252,0.89811691,0.86236277,0.02427812,0.02074229,0.02489733,0.02081643
nocorrosion,1.46551777,2.13962322,1.33480392,1.81697809,0.30945159,0.42861976,0.33627451,0.39792388,0.90125205,0.86825778,0.88498581,0.87203821,0.32480566,0.31127556,0.31761757,0.3110321,0.95563638,0.93538959,0.95971928,0.94509091,0.10549872,0.09689247,0.10088092,0.09674096
nocorrosion,2.91908701,5.20326028,3.09779412,5.38961938,0.80162377,1.15137255,0.75119485,1.15641676,0.73419448,0.66644638,0.77078165,0.66982034,0.18859213,0.17123134,0.19848735,0.17193567,0.93979068,0.89277731,0.93614696,0.88895254,0.03556699,0.02932017,0.03939723,0.02956188
nocorrosion,3.01799939,4.25627067,2.92069547,4.17122645,0.80960478,1.03061899,0.83812806,1.01877739,0.73654555,0.6889482,0.72453342,0.69005149,0.18724159,0.17333411,0.18320068,0.17382582,0.87332195,0.82129012,0.8773642,0.82484952,0.03505941,0.03004471,0.03356249,0.03021542
nocorrosion,2.45981924,5.33505575,3.56640625,5.38660515,0.75543811,1.31186467,0.98383885,1.3155248,0.73958233,0.61185316,0.68740763,0.61397486,0.16616451,0.13532492,0.15389098,0.13569744,0.93163969,0.85174149,0.90089915,0.85031314,0.02761065,0.01831283,0.02368243,0.0184138
nocorrosion,0.48765319,3.60146098,3.37009804,3.58082276,0.29304534,0.89284121,0.82199755,0.88853518,0.86926922,0.73121642,0.75560044,0.73171425,0.36016852,0.31112276,0.32207126,0.31055266,0.95853951,0.69477542,0.71417401,0.69652253,0.12972136,0.09679737,0.10372989,0.09644295
nocorrosion,4.33823529,8.8882276,7.4238511,8.90480584,1.20042892,1.9396386,1.73962929,1.96535179,0.61495604,0.48292219,0.51137111,0.47347353,0.13761606,0.11355534,0.11879333,0.11174923,0.88066092,0.75511904,0.79543718,0.75461426,0.01893818,0.01289481,0.01411186,0.01248789
nocorrosion,1.82817096,4.21923875,3.16280637,4.01650135,0.74523591,1.30777393,1.053125,1.27017301,0.71690167,0.57371763,0.63958397,0.57994761,0.16812021,0.13293211,0.14680037,0.1346917,0.94045262,0.86241977,0.89682114,0.86900917,0.02826441,0.01767095,0.02155035,0.01814185
nocorrosion,0.99978554,1.52816609,0.72945772,1.42539023,0.33556985,0.50428297,0.32774203,0.48212226,0.88226008,0.82260192,0.86664468,0.82777653,0.26113103,0.23538191,0.24977875,0.23777215,0.95794354,0.93570882,0.96928809,0.94000351,0.06818942,0.05540464,0.06238943,0.05653559
nocorrosion,4.71297488,9.17131872,7.95909926,9.23787774,0.97216605,1.48941176,1.35594363,1.48507497,0.7239216,0.67082767,0.68721363,0.67303256,0.45441469,0.45381102,0.4578458,0.45384541,0.92730819,0.85879982,0.8772726,0.8577751,0.20649271,0.20594445,0.20962278,0.20597566
nocorrosion,7.98710172,10.7914802,9.76495098,10.47320261,1.65235907,2.05324106,1.93474265,2.00516724,0.57234664,0.50639574,0.52046784,0.51380452,0.12306552,0.10848129,0.1111779,0.11002738,0.78188168,0.70612222,0.73388805,0.71478326,0.01514512,0.01176819,0.01236053,0.01210602
nocorrosion,3.06948529,4.65468666,4.49592525,4.97908497,0.74846814,0.98806613,0.97276348,1.0317724,0.76816754,0.71732226,0.71762616,0.70962351,0.22142477,0.20745307,0.20734626,0.20517997,0.92749263,0.8904216,0.89403373,0.88278714,0.04902893,0.04303678,0.04299247,0.04209882
nocorrosion,3.07230392,5.21707036,3.78051471,5.70579008,0.93697917,1.36181469,1.13529412,1.44370627,0.67454218,0.5791795,0.62134677,0.56262035,0.15944075,0.13771596,0.14736139,0.13445591,0.89480196,0.82166625,0.87057403,0.80494859,0.02542135,0.01896568,0.02171538,0.01807839
nocorrosion,0.88023897,1.06194541,0.8165288,1.31120338,0.35836397,0.46608228,0.38509498,0.45897732,0.86255313,0.81788522,0.84515681,0.8354382,0.58785127,0.57467436,0.58100448,0.57797822,0.95913093,0.95080929,0.96212851,0.93926333,0.34556911,0.33025062,0.33756621,0.33405882
nocorrosion,0.18641238,0.77096501,0.58435968,0.65659362,0.08828125,0.18915802,0.14713542,0.18179162,0.96350226,0.9385848,0.9512091,0.93867852,0.53878793,0.53306147,0.53829695,0.53263036,0.9865711,0.94443766,0.95793536,0.95274515,0.29029243,0.28415453,0.2897636,0.2836951
nocorrosion,0.87437194,1.75561707,0.9307598,1.18291426,0.35166973,0.56284506,0.36642157,0.39152634,0.86244913,0.805572,0.85789299,0.85494643,0.51867061,0.50672567,0.51553378,0.51060234,0.95843338,0.91669629,0.95601077,0.94387898,0.26901921,0.25677091,0.26577507,0.26071475
nocorrosion,0.71395527,2.67131103,2.58992034,2.65885429,0.38267463,0.85419454,0.83357843,0.84970396,0.83632926,0.71974126,0.72614121,0.72143882,0.45418876,0.43383361,0.43819414,0.43436033,0.92809561,0.73072389,0.73961021,0.73200249,0.20628743,0.1882116,0.1920141,0.1886689
nocorrosion,1.09445466,2.16167628,1.55516238,1.39813918,0.47337623,0.75492503,0.60243566,0.50980392,0.81219772,0.73121609,0.77091829,0.80464539,0.23324856,0.21168117,0.22164781,0.22740712,0.96216133,0.9253234,0.94624448,0.95171263,0.05440489,0.04480892,0.04912775,0.051714
nocorrosion,5.46482843,9.64350634,8.64675245,9.75347943,1.09604779,1.67091119,1.53958333,1.68735102,0.7003901,0.59580872,0.61705522,0.59251536,0.22677193,0.20293809,0.20999673,0.20417294,0.89948114,0.82267566,0.84097045,0.82066336,0.05142551,0.04118387,0.04409862,0.04168659
nocorrosion,0.80052083,1.42402153,1.08311887,1.67875433,0.24065564,0.34511342,0.2911152,0.38113033,0.91650646,0.89470561,0.90695742,0.89040368,0.55926881,0.55256084,0.55680945,0.55180433,0.98698438,0.97682595,0.98235278,0.97266478,0.3127816,0.30532348,0.31003676,0.30448802
nocorrosion,2.42372855,4.18189927,3.16441483,4.16392157,0.77262561,1.10354479,0.92351409,1.10119185,0.73375724,0.65491083,0.69436075,0.65762629,0.1719134,0.14952726,0.1593951,0.15054202,0.92583192,0.87211214,0.90318889,0.87265258,0.02955422,0.0223584,0.0254068,0.0226629
nocorrosion,0.99189645,2.55275663,1.89136029,1.93914648,0.45399816,0.84224529,0.72447917,0.73038062,0.81478667,0.70030571,0.72722167,0.72603476,0.35405946,0.30450315,0.31411701,0.31193183,0.93991154,0.84511772,0.88546865,0.88238485,0.1253581,0.09272217,0.0986695,0.09730147
nocorrosion,1.20194547,2.1432526,1.18526348,2.03797001,0.45935968,0.76784314,0.54598652,0.76421376,0.82507862,0.7181465,0.77799491,0.71392387,0.22616202,0.18772316,0.20294064,0.18514792,0.95430906,0.9185813,0.95493847,0.9225942,0.05114926,0.03523999,0.0411849,0.03427975
nocorrosion,1.31392463,1.67218762,0.48028493,1.52190696,0.52498468,0.6354479,0.27814032,0.60536717,0.79424041,0.75851993,0.87803732,0.76553355,0.26140613,0.24741559,0.28258346,0.24915558,0.95080197,0.93708386,0.98202327,0.94273815,0.06833316,0.06121448,0.07985341,0.0620785
nocorrosion,0.37507659,0.75738562,0.51487439,0.6660669,0.20733762,0.32355248,0.25280331,0.31657055,0.91049621,0.8704255,0.89443178,0.86986412,0.29330049,0.27330275,0.28569184,0.2723546,0.97747601,0.95445003,0.96911061,0.95993216,0.08602518,0.0746944,0.08161983,0.07417703
nocorrosion,1.55543811,3.20113802,2.84523591,4.23915417,0.45458027,0.80630527,0.73046875,0.91895425,0.84790008,0.74601497,0.76468255,0.73517246,0.28406382,0.24524072,0.24955429,0.24394043,0.93471564,0.86604717,0.88081936,0.82262451,0.08069225,0.06014301,0.06227734,0.05950693
nocorrosion,3.63965993,4.49956171,3.83376225,5.41793156,1.001731,1.00610534,1.09166667,1.43521722,0.65951474,0.69370106,0.63073215,0.55265236,0.15082042,0.15760094,0.14516821,0.13081611,0.9149393,0.89480686,0.91039808,0.87333982,0.0227468,0.02483805,0.02107381,0.01711285
nocorrosion,0.56994485,0.97800846,0.70415135,1.07391003,0.15909926,0.19784698,0.14407169,0.21587082,0.94520882,0.94093188,0.956953,0.93817956,0.82028915,0.81788236,0.82583764,0.81788696,0.91710092,0.85826412,0.89755516,0.84436577,0.67287429,0.66893156,0.68200781,0.66893908
nocorrosion,4.67737439,4.46212995,4.38978248,5.47575548,0.91827512,1.03584775,0.95595895,1.10635909,0.74099944,0.6959216,0.71810874,0.69468275,0.22808286,0.21341838,0.22048645,0.21308525,0.79257597,0.80249039,0.80570818,0.75762328,0.05202179,0.04554741,0.04861427,0.04540532
nocorrosion,1.12925858,1.83763168,1.16979167,1.82861976,0.32858456,0.49470204,0.39362745,0.48482891,0.88613021,0.8374702,0.85614392,0.8413054,0.45353618,0.44537731,0.44986681,0.44540886,0.96388027,0.94108598,0.9625156,0.9413633,0.20569507,0.19836095,0.20238015,0.19838905
nocorrosion,0.80742953,1.39543253,1.03806679,1.12905805,0.44226409,0.5997078,0.47293199,0.57250288,0.80908636,0.76229318,0.80809932,0.76160028,0.20613662,0.19182393,0.20892198,0.19211654,0.96330812,0.93648498,0.95277795,0.94861858,0.0424923,0.03679642,0.04364839,0.03690877
nocorrosion,1.74586397,4.66291426,3.7768076,4.79083429,0.63912377,1.22005383,1.0111826,1.23878508,0.75879843,0.62068836,0.681484,0.61777702,0.17194507,0.13969218,0.15893778,0.13893959,0.95654329,0.88393918,0.90600574,0.88077338,0.02956511,0.01951391,0.02526122,0.01930421
nocorrosion,2.67156863,4.07661669,2.71176471,4.02305267,0.60441176,0.81110342,0.65612745,0.81013456,0.80961192,0.76397068,0.78384022,0.76067239,0.25072085,0.23879952,0.2421243,0.23644643,0.91506581,0.87042992,0.91390953,0.87217546,0.06286095,0.05702521,0.05862418,0.05590691
nocorrosion,1.28098958,2.45134948,1.5573223,1.23673972,0.51401654,0.66877355,0.53118873,0.51074202,0.80737658,0.78852095,0.81387451,0.80746703,0.54528576,0.5400151,0.5419593,0.54223634,0.96565838,0.93438693,0.95827837,0.96689731,0.29733656,0.29161631,0.29371988,0.29402025
nocorrosion,1.23056066,2.14188389,1.40410539,1.77261053,0.52964154,0.68684352,0.58204657,0.69853133,0.78722593,0.75376716,0.77095656,0.72932918,0.22587034,0.21635613,0.2227954,0.21360754,0.96309115,0.9357779,0.95793209,0.94684874,0.05101741,0.04680998,0.04963779,0.04562818
nocorrosion,2.01413909,3.19621684,3.15091912,3.82113033,0.67504596,0.93527105,0.9260723,1.02546713,0.7577182,0.69041862,0.69456503,0.6765664,0.21908748,0.20284517,0.20461616,0.19968982,0.95595794,0.93011927,0.93114471,0.91649919,0.04799932,0.04114616,0.04186777,0.03987602
nocorrosion,7.970144,11.82499039,8.02798713,12.93796232,2.00614277,2.47277201,2.00004596,2.63266436,0.42092999,0.37099683,0.4239443,0.35094461,0.09891729,0.09093374,0.09999007,0.08809407,0.76458546,0.65066789,0.76287648,0.61778899,0.00978463,0.00826895,0.00999801,0.00776057
nocorrosion,1.55231311,4.37019608,4.43719363,4.3663514,0.55405944,0.92241446,0.95352328,0.96221453,0.80024952,0.74469496,0.73456602,0.72791628,0.29072441,0.27123187,0.26722318,0.26233113,0.92412369,0.78677372,0.78339367,0.78695466,0.08452068,0.07356673,0.07140823,0.06881762
nocorrosion,4.16090686,7.44698193,4.91919424,7.22171473,0.73746936,1.13470204,0.86855086,1.09911572,0.81078382,0.75454953,0.78592732,0.76091693,0.43875306,0.42822731,0.43416971,0.42933125,0.94416059,0.90018614,0.93408404,0.90320503,0.19250425,0.18337863,0.18850334,0.18432532
nocorrosion,0.67221201,1.01643983,0.8796875,1.32019992,0.21654412,0.26808151,0.23936887,0.30535948,0.92469652,0.91334764,0.92230488,0.90874111,0.6858576,0.68338547,0.6864667,0.68150082,0.96689712,0.95007587,0.95668005,0.93515619,0.47040064,0.46701571,0.47123653,0.46444337
nocorrosion,3.15508578,3.12112265,3.11908701,5.64939639,0.55122549,0.52790465,0.58115809,0.80316801,0.8588835,0.86202623,0.85072828,0.83543362,0.59254471,0.59240621,0.59060336,0.5866287,0.94857235,0.94925528,0.94931552,0.90812056,0.35110923,0.35094512,0.34881233,0.34413323
nocorrosion,0.39106924,1.37871588,1.56758578,1.90965013,0.19615502,0.45974625,0.46721814,0.5098193,0.91710937,0.83392215,0.83882104,0.83269193,0.36288366,0.32780399,0.33103504,0.328735,0.98626986,0.95163122,0.94488399,0.9330046,0.13168455,0.10745545,0.10958419,0.1080667
nocorrosion,0.73768382,1.30054594,0.86403186,1.04744329,0.32521446,0.47938485,0.36835172,0.40479815,0.8731551,0.82682857,0.85713372,0.85140519,0.63698607,0.62881768,0.63459068,0.63081462,0.96320551,0.93529775,0.95690347,0.94788962,0.40575125,0.39541167,0.40270533,0.39792709
nocorrosion,0.73848039,1.46226836,0.89390319,1.26566705,0.36403186,0.51955402,0.38633578,0.49719339,0.85144332,0.81462254,0.84990774,0.81430411,0.48447499,0.47757238,0.4854469,0.47673233,0.98198663,0.96439218,0.97819824,0.96917963,0.23471601,0.22807538,0.23565869,0.22727372
nocorrosion,0.4942402,0.91063437,0.60753676,0.94778931,0.2104473,0.32578239,0.25520833,0.32688966,0.91658892,0.88196454,0.90169782,0.88289241,0.72649156,0.71810121,0.72342151,0.71823307,0.97466435,0.9534601,0.96887178,0.95156121,0.52778998,0.51566935,0.52333869,0.51585874
nocorrosion,1.61741728,2.74605152,2.00572917,3.28179931,0.59459252,0.76995002,0.73235294,0.97237985,0.77849466,0.7473956,0.73126747,0.67823912,0.29801935,0.290959,0.29478192,0.28469767,0.96606136,0.94236732,0.95791816,0.93112809,0.08881553,0.08465714,0.08689638,0.08105276
nocorrosion,0.97725184,1.95426374,1.74296875,2.12675125,0.45200674,0.73101115,0.66380208,0.762599,0.81526004,0.72723213,0.75010171,0.7201569,0.26685473,0.23117518,0.24143393,0.22996471,0.93068276,0.86138276,0.8764184,0.84915109,0.07121145,0.05344196,0.05829034,0.05288377
nocorrosion,2.36709559,5.10225298,3.85323223,4.5540792,0.71525735,1.19344867,0.9790288,1.1026682,0.75675841,0.65414259,0.69846792,0.67396754,0.17420819,0.14639941,0.15762077,0.150871,0.93657251,0.86347368,0.89685824,0.87813858,0.0303485,0.02143279,0.02484431,0.02276206
nocorrosion,0.5540288,0.96202999,0.65076593,0.88490581,0.264231,0.41045752,0.33023897,0.39395617,0.88963112,0.83629228,0.86050201,0.84052194,0.27498361,0.25762908,0.26471394,0.2576243,0.97641773,0.95916904,0.97234509,0.96243761,0.07561599,0.06637274,0.07007347,0.06637028
nocorrosion,0.32973346,0.50735871,0.49954044,0.54085352,0.12351409,0.1715494,0.16908701,0.17671665,0.95117837,0.93503476,0.93649434,0.93475221,0.67849151,0.67319821,0.67439719,0.67358796,0.98914072,0.98332946,0.98354802,0.98222891,0.46035073,0.45319583,0.45481157,0.45372073
nocorrosion,0.43033088,0.87063437,0.76793811,1.08505959,0.23351716,0.36725875,0.30733762,0.38431373,0.90003466,0.85411851,0.87786482,0.85329261,0.32148812,0.29935639,0.3075121,0.29760499,0.98740586,0.97430799,0.97739527,0.96803154,0.10335461,0.08961425,0.09456369,0.08856873
nocorrosion,3.37578125,5.76402922,4.50425858,5.84688966,1.02087929,1.42529796,1.22720588,1.43517109,0.66527439,0.58621908,0.62001896,0.58704198,0.2480415,0.23565648,0.24131046,0.23587508,0.92543694,0.87268123,0.90047043,0.87087988,0.06152458,0.05553398,0.05823074,0.05563705
nocorrosion,0.48578431,1.73513264,1.45257353,1.73147251,0.22257966,0.57643983,0.50750613,0.57868512,0.90908053,0.79918755,0.81913866,0.79821261,0.27783569,0.24739617,0.25163983,0.24706566,0.98495198,0.94612215,0.95491845,0.94623014,0.07719267,0.06120487,0.0633226,0.06104144
nocorrosion,0.60185355,0.57800846,0.61302083,0.81353326,0.30981924,0.3907574,0.36029412,0.42531334,0.86941252,0.82167375,0.84062286,0.81790295,0.23736085,0.21086889,0.22150424,0.21285566,0.97578181,0.97677688,0.97537815,0.96733387,0.05634017,0.04446569,0.04906413,0.04530753
nocorrosion,2.77890625,5.34846597,4.02630208,5.10089965,0.7055913,1.10179162,0.90163909,1.06755863,0.76596,0.68575571,0.72653676,0.69112545,0.18737385,0.16623111,0.1768418,0.16720565,0.93426905,0.87367793,0.9050175,0.87952466,0.03510896,0.02763278,0.03127302,0.02795773
nocorrosion,2.23710172,3.04968858,2.95240502,3.37688581,0.76145833,0.9747328,0.94872855,1.03615532,0.728484,0.66692459,0.67366087,0.65340993,0.21574399,0.19573718,0.19772168,0.19106291,0.8217763,0.757432,0.76493338,0.73140733,0.04654547,0.03831304,0.03909386,0.03650504
nocorrosion,0.99396446,1.19732411,1.26207108,1.38663591,0.31700368,0.34442138,0.3473652,0.38388312,0.89057495,0.88809019,0.88992776,0.87931959,0.74725679,0.74518271,0.74864725,0.746031,0.93959099,0.92744585,0.92329659,0.91597414,0.55839272,0.55529727,0.5604727,0.55656226
nocorrosion,0.67751225,2.48199923,1.9240962,2.10468281,0.25551471,0.55864667,0.4564185,0.50729719,0.90279399,0.83569375,0.86018185,0.84417296,0.3471418,0.33141494,0.33509,0.33322277,0.9842095,0.94229501,0.95523856,0.95106437,0.12050743,0.10983586,0.11228531,0.11103741
nocorrosion,5.35242034,6.73637832,4.82726716,6.81831603,1.42959559,1.65125721,1.36810662,1.65627067,0.55494387,0.51424292,0.5625204,0.51474592,0.12367582,0.1161334,0.12590497,0.11578693,0.86790252,0.8337583,0.88084012,0.83173594,0.01529571,0.01348697,0.01585206,0.01340661
nocorrosion,2.73295037,4.00075356,4.15022978,4.48252211,0.71787684,0.97662438,0.93429841,1.01597847,0.77076788,0.69814356,0.71767207,0.69589646,0.21856356,0.19411394,0.19912561,0.19313359,0.90562583,0.8620391,0.85688365,0.84541262,0.04777003,0.03768022,0.03965101,0.03730058
nocorrosion,1.69764093,2.59244906,1.47239583,2.24916571,0.43795956,0.56510573,0.41510417,0.53419454,0.86812719,0.84559262,0.86713543,0.84593965,0.67267325,0.66405901,0.67086425,0.6639151,0.94654332,0.91859943,0.95363602,0.92937822,0.4524893,0.44097437,0.45005884,0.44078326
nocorrosion,1.14080882,1.67878508,1.34034926,1.99975394,0.36721814,0.48330642,0.43170956,0.53619377,0.87196659,0.83968989,0.85021897,0.82940481,0.30967326,0.2958703,0.29877614,0.29269152,0.97098923,0.95714177,0.96585307,0.94896449,0.09589753,0.08753924,0.08926718,0.08566833
nocorrosion,0.63244485,1.52853518,1.12408088,1.50029988,0.30719975,0.56875048,0.45291054,0.56232218,0.87334327,0.79455948,0.8305752,0.7957505,0.49734232,0.47072666,0.48093101,0.47107679,0.96884857,0.92489341,0.94465682,0.92628106,0.24734938,0.22158359,0.23129463,0.22191334
nocorrosion,5.04096201,8.31826221,6.79984681,8.83989235,1.40873162,1.88633602,1.66902574,1.94276048,0.54688202,0.47113071,0.50310078,0.46499629,0.11512244,0.10210457,0.1084773,0.10110827,0.87530177,0.79421102,0.83184271,0.7813024,0.01325318,0.01042534,0.01176733,0.01022288
nocorrosion,3.76443015,4.7644752,4.62820159,5.27474048,1.12098652,1.29857747,1.24348958,1.35052672,0.62660963,0.5878509,0.60601082,0.58253332,0.14718205,0.13853146,0.14329639,0.13742627,0.8445157,0.80359854,0.8095446,0.78255797,0.02166256,0.01919097,0.02053386,0.01888598
nocorrosion,1.11280637,1.6584083,0.72325368,1.66631296,0.30340074,0.43435602,0.25701593,0.43635525,0.89865203,0.8608946,0.90494115,0.86070067,0.35801144,0.34701977,0.36280798,0.34710981,0.94941146,0.9246277,0.96706444,0.92426661,0.12817219,0.12042272,0.13162963,0.12048522
nocorrosion,0.8953125,1.86472895,1.49466912,1.56722799,0.36136642,0.67392541,0.60165441,0.62854287,0.85334278,0.7421465,0.76184499,0.75151104,0.22804907,0.19388704,0.20128159,0.19771676,0.96941028,0.93609927,0.94876782,0.94632125,0.05200638,0.03759218,0.04051428,0.03909192
nocorrosion,0.65055147,0.9784852,0.49405637,0.98568243,0.25925245,0.34272972,0.21862745,0.34841984,0.90512285,0.88065046,0.912821,0.87935395,0.75493823,0.74927492,0.75211461,0.74936608,0.95853896,0.93782609,0.96851273,0.93736877,0.56993173,0.5614129,0.56567638,0.56154952
nocorrosion,2.8301011,3.90905037,3.61856618,4.07088043,1.00917586,1.23417147,1.14307598,1.25977701,0.64227715,0.58802325,0.61650857,0.58256868,0.15550216,0.14200791,0.14927537,0.141044,0.87647834,0.82944009,0.84189901,0.82241032,0.02418092,0.02016625,0.02228314,0.01989341
nocorrosion,1.09180453,2.08482891,1.29313725,1.89934641,0.47593444,0.69530181,0.50968137,0.67144944,0.81568384,0.76163966,0.80979141,0.76502446,0.47866481,0.47496462,0.47870896,0.47554361,0.97281758,0.94818949,0.96783804,0.95279473,0.22912,0.22559139,0.22916226,0.22614173
nocorrosion,1.72870711,2.23141869,1.59460784,3.08871972,0.49025735,0.60875048,0.503125,0.72836601,0.84295888,0.8115479,0.83307092,0.79627139,0.46892246,0.45160834,0.4588725,0.44838391,0.90576655,0.87806379,0.91276363,0.83121645,0.21988828,0.20395009,0.21056397,0.20104814
nocorrosion,3.1154565,4.40612072,2.79093137,4.46895809,0.79030331,1.02569781,0.76829044,1.03443291,0.74792727,0.6958206,0.7481039,0.69391924,0.30700609,0.2943142,0.30780105,0.29366074,0.81434074,0.73812952,0.83401452,0.73439262,0.09425274,0.08662085,0.09474149,0.08623663
nocorrosion,0.39229473,2.19517109,1.97856924,1.96732026,0.21536458,0.65585544,0.60010723,0.60172241,0.90685667,0.77979265,0.79650138,0.79550623,0.33446668,0.30203547,0.3074151,0.30576265,0.9891285,0.93931125,0.94524822,0.94561495,0.11186796,0.09122542,0.09450404,0.0934908
nocorrosion,0.28393076,0.92247597,0.77774203,0.92875048,0.167356,0.39873895,0.36263787,0.4149481,0.92672598,0.84344711,0.85373531,0.83519493,0.3150739,0.28022672,0.28424257,0.27550436,0.98247315,0.94306041,0.95199079,0.94265347,0.09927156,0.07852701,0.08079384,0.07590265
